Land,Landkreis,Gemeinde-schlüssel,Gemeinde,Schneelastzone nach DIN EN 1991 Teil 1-3 ,wichtige Hinweise,DC,ZIP,comments
BY,Miesbach,09182116,Gmund a. Tegernsee,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,default zone is 2a
BY,Miesbach,09182119,Hausham,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182120,Holzkirchen,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182123,Irschenberg,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182124,Kreuth,3a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182125,Miesbach,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182127,Otterfing,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182129,Rottach-Egern,3,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182131,Schliersee,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182132,Tegernsee,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182133,Valley,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182134,Waakirchen,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182136,Warngau,2a,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Miesbach,09182137,Weyarn,2,"neue Schneelastzone aus dem Forschungsprojekt1) (sh. Tabellenblatt ""Erläuterung"")",09182,,covered by DC rule
BY,Mühldorf a. Inn,09183112,Ampfing,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,default zone is 2
BY,Mühldorf a. Inn,09183113,Aschau a. Inn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183114,Buchbach,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183115,Egglkofen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183116,Erharting,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183118,Gars a. Inn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183119,Haag i. OB.,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183120,Heldenstein,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183122,Jettenbach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183123,Kirchdorf,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183124,Kraiburg a. Inn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183125,Lohkirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183126,Maitenbeth,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183127,Mettenheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183128,Mühldorf a. Inn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183129,Neumarkt-Sankt Veit,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183130,Niederbergkirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183131,Niedertaufkirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183132,Oberbergkirchen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183134,Oberneukirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183135,Obertaufkirchen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183136,Polling,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183138,Rattenkirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183139,Rechtmehring,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183140,Reichertsheim,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183143,Schönberg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183144,Schwindegg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183145,Taufkirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183147,Unterreit,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183148,Waldkraiburg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183151,Zangberg,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,Mühldorf a. Inn,09183451,Mühldorfer Hart,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09183,,covered by DC rule
BY,München,09184112,Aschheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184113,Baierbrunn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184114,Brunnthal,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184118,Feldkirchen,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,default zone is 1a
BY,München,09184119,Garching b. München,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184120,Gräfelfing,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184121,Grasbrunn,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184122,Grünwald,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184123,Haar,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184127,Höhenkirchen-Siegertsbrunn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184129,Hohenbrunn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184130,Ismaning,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184131,Kirchheim b. München,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184132,Neuried,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184134,Oberhaching,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184135,Oberschleißheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184136,Ottobrunn,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184137,Aying,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184138,Planegg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184139,Pullach i. Isartal,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184140,Putzbrunn,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184141,Sauerlach,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184142,Schäftlarn,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184144,Straßlach-Dingharting,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184145,Taufkirchen,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184146,Neubiberg,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184147,Unterföhring,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184148,Unterhaching,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184149,Unterschleißheim,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184451,Deisenhofener Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184452,Forstenrieder Park,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184453,Forst Kasten,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184454,Grünwalder Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184455,Höhenkirchener Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184456,Hofoldinger Forst,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,München,09184457,Perlacher Forst,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09184,,covered by DC rule
BY,Neuburg-Schrobenhausen,alle,alle,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09185,,
BY,Pfaffenhofen a.d. Ilm,alle,alle,1a,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09186,,
BY,Rosenheim,09187113,Amerang,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,default zone is 2
BY,Rosenheim,09187114,Aschau i. Chiemgau,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187116,Babensham,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187117,Bad Aibling,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187118,Bernau a. Chiemsee,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187120,Brannenburg,3,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187121,Breitbrunn a. Chiemsee,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187122,Bruckmühl,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187123,Chiemsee,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187124,Edling,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
BY,Rosenheim,09187125,Eggstätt,2,"zusätzlich sind die Ergebnisse des Forschungsprojektes1) zu berücksichtigen (sh. Tabellenblatt ""Erläuterung"")",09187,,covered by DC rule
